Column1,Transaction_ID,User_ID,Merchant_ID,Merchant_Category,Payment_Mode,Transaction_Amount,Transaction_Status,Timestamp,Interchange_Fee_INR
2583,TXN2026102582,USR3392,MER27,Groceries & Supermarkets,Credit Card on UPI,"?7,036.14",Success,8/24/2026 12:18,?0.00
2584,TXN2026102583,USR1190,MER10,Travel & Hospitality,Bank UPI (Direct),"?10,662.09",Success,8/6/2026 12:35,?0.00
2585,TXN2026102584,USR3484,MER16,Groceries & Supermarkets,Bank UPI (Direct),"?12,950.82",Success,9/8/2026 18:18,?0.00
2586,TXN2026102585,USR1700,MER17,Food & Dining,PPI Wallet UPI,"?10,103.60",Success,9/3/2026 0:40,?111.14
2587,TXN2026102586,USR3058,MER31,Electronics & Gadgets,Bank UPI (Direct),"?14,102.84",Pending,8/8/2026 2:32,?0.00
2588,TXN2026102587,USR2806,MER20,Groceries & Supermarkets,PPI Wallet UPI,"?8,601.46",Success,8/26/2026 19:34,?94.62
2589,TXN2026102588,USR4785,MER18,Food & Dining,Credit Card on UPI,"?5,967.68",Success,8/2/2026 12:36,?0.00
2590,TXN2026102589,USR4346,MER29,Electronics & Gadgets,Bank UPI (Direct),"?9,358.77",Success,8/4/2026 3:05,?0.00
2591,TXN2026102590,USR4424,MER44,Food & Dining,PPI Wallet UPI,"?3,504.04",Success,8/17/2026 6:22,?38.54
2592,TXN2026102591,USR1644,MER20,Groceries & Supermarkets,PPI Wallet UPI,"?10,450.33",Success,8/17/2026 13:29,?114.95
2593,TXN2026102592,USR3399,MER15,Food & Dining,Bank UPI (Direct),"?10,406.86",Success,8/21/2026 19:52,?0.00
2594,TXN2026102593,USR2691,MER13,Travel & Hospitality,Bank UPI (Direct),"?14,440.92",Success,8/3/2026 3:10,?0.00
2595,TXN2026102594,USR4600,MER29,Food & Dining,Bank UPI (Direct),"?13,551.33",Success,8/20/2026 8:04,?0.00
2596,TXN2026102595,USR4269,MER19,Electronics & Gadgets,PPI Wallet UPI,"?6,005.54",Success,8/13/2026 11:30,?66.06
2597,TXN2026102596,USR2868,MER37,Electronics & Gadgets,Bank UPI (Direct),"?13,086.56",Success,9/6/2026 22:32,?0.00
2598,TXN2026102597,USR4577,MER50,Groceries & Supermarkets,Bank UPI (Direct),"?11,004.42",Success,9/9/2026 3:43,?0.00
2599,TXN2026102598,USR1053,MER29,Groceries & Supermarkets,Bank UPI (Direct),"?2,557.63",Success,8/13/2026 22:32,?0.00
2600,TXN2026102599,USR1019,MER30,Groceries & Supermarkets,Bank UPI (Direct),?62.65,Success,9/7/2026 10:59,?0.00
2601,TXN2026102600,USR1853,MER31,Electronics & Gadgets,Bank UPI (Direct),?377.52,Failed,9/14/2026 9:05,?0.00
2602,TXN2026102601,USR1853,MER23,Electronics & Gadgets,Bank UPI (Direct),"?8,319.96",Success,9/11/2026 14:28,?0.00
2603,TXN2026102602,USR3217,MER42,Groceries & Supermarkets,Credit Card on UPI,"?4,184.61",Success,8/23/2026 4:12,?0.00
2604,TXN2026102603,USR2610,MER16,Food & Dining,Bank UPI (Direct),"?9,654.79",Success,8/27/2026 5:32,?0.00
2605,TXN2026102604,USR3638,MER45,Food & Dining,Bank UPI (Direct),"?11,197.11",Success,8/29/2026 19:58,?0.00
2606,TXN2026102605,USR3748,MER40,Groceries & Supermarkets,Bank UPI (Direct),?854.99,Failed,9/11/2026 2:02,?0.00
2607,TXN2026102606,USR4037,MER44,Groceries & Supermarkets,Bank UPI (Direct),"?7,559.12",Failed,8/18/2026 12:19,?0.00
2608,TXN2026102607,USR1522,MER32,Food & Dining,Bank UPI (Direct),"?11,673.25",Success,8/31/2026 11:44,?0.00
2609,TXN2026102608,USR3676,MER18,Travel & Hospitality,Bank UPI (Direct),"?14,371.28",Success,8/10/2026 2:24,?0.00
2610,TXN2026102609,USR2924,MER11,Travel & Hospitality,PPI Wallet UPI,"?9,136.57",Success,9/1/2026 13:07,?100.50
2611,TXN2026102610,USR2131,MER24,Electronics & Gadgets,Bank UPI (Direct),"?8,034.88",Success,8/28/2026 8:49,?0.00
2612,TXN2026102611,USR4336,MER16,Travel & Hospitality,Bank UPI (Direct),"?4,975.23",Success,9/11/2026 13:31,?0.00
2613,TXN2026102612,USR4904,MER26,Groceries & Supermarkets,PPI Wallet UPI,"?9,691.43",Success,8/21/2026 10:48,?106.61
2614,TXN2026102613,USR3810,MER19,Groceries & Supermarkets,Credit Card on UPI,?362.22,Success,8/11/2026 3:37,?0.00
2615,TXN2026102614,USR3403,MER39,Groceries & Supermarkets,Bank UPI (Direct),"?7,751.74",Success,9/8/2026 23:59,?0.00
2616,TXN2026102615,USR4549,MER12,Electronics & Gadgets,PPI Wallet UPI,"?1,544.63",Success,8/22/2026 10:03,?0.00
2617,TXN2026102616,USR1237,MER38,Travel & Hospitality,PPI Wallet UPI,"?1,251.84",Success,8/3/2026 3:00,?0.00
2618,TXN2026102617,USR3215,MER36,Groceries & Supermarkets,Bank UPI (Direct),"?9,084.92",Success,8/16/2026 1:40,?0.00
2619,TXN2026102618,USR2421,MER36,Groceries & Supermarkets,PPI Wallet UPI,"?12,346.13",Success,8/18/2026 7:40,?135.81
2620,TXN2026102619,USR3206,MER50,Groceries & Supermarkets,PPI Wallet UPI,?560.95,Success,8/17/2026 13:36,?0.00
2621,TXN2026102620,USR2890,MER10,Electronics & Gadgets,Bank UPI (Direct),?739.61,Success,8/13/2026 10:32,?0.00
2622,TXN2026102621,USR1971,MER30,Groceries & Supermarkets,Bank UPI (Direct),"?6,202.92",Success,8/23/2026 16:49,?0.00
2623,TXN2026102622,USR2621,MER13,Food & Dining,Bank UPI (Direct),"?7,002.97",Success,8/5/2026 1:51,?0.00
2624,TXN2026102623,USR2959,MER25,Electronics & Gadgets,Credit Card on UPI,"?13,276.70",Success,9/15/2026 9:11,?0.00
2625,TXN2026102624,USR4837,MER28,Food & Dining,PPI Wallet UPI,"?5,464.28",Success,8/5/2026 5:22,?60.11
2626,TXN2026102625,USR4248,MER31,Travel & Hospitality,Bank UPI (Direct),"?14,438.21",Success,8/24/2026 12:43,?0.00
2627,TXN2026102626,USR1888,MER25,Groceries & Supermarkets,Bank UPI (Direct),"?8,024.79",Success,8/12/2026 13:55,?0.00
2628,TXN2026102627,USR1557,MER22,Food & Dining,Credit Card on UPI,"?7,345.63",Success,8/5/2026 15:05,?0.00
2629,TXN2026102628,USR1698,MER37,Food & Dining,PPI Wallet UPI,"?2,967.20",Success,8/11/2026 3:52,?32.64
2630,TXN2026102629,USR3875,MER34,Groceries & Supermarkets,PPI Wallet UPI,"?8,236.09",Success,8/17/2026 9:44,?90.60
2631,TXN2026102630,USR2038,MER29,Groceries & Supermarkets,PPI Wallet UPI,"?7,845.72",Success,8/9/2026 20:07,?86.30
2632,TXN2026102631,USR2085,MER24,Food & Dining,Bank UPI (Direct),"?3,103.90",Success,8/4/2026 17:14,?0.00
2633,TXN2026102632,USR3044,MER44,Food & Dining,Bank UPI (Direct),"?10,238.05",Pending,9/14/2026 22:48,?0.00
2634,TXN2026102633,USR4515,MER42,Food & Dining,Bank UPI (Direct),"?10,950.47",Success,9/15/2026 19:07,?0.00
2635,TXN2026102634,USR2467,MER50,Travel & Hospitality,PPI Wallet UPI,"?2,892.53",Success,8/31/2026 22:11,?31.82
2636,TXN2026102635,USR2971,MER17,Travel & Hospitality,Bank UPI (Direct),"?2,924.77",Success,8/17/2026 0:23,?0.00
2637,TXN2026102636,USR4957,MER10,Groceries & Supermarkets,Bank UPI (Direct),"?10,863.94",Success,8/1/2026 11:17,?0.00
2638,TXN2026102637,USR4316,MER14,Groceries & Supermarkets,Credit Card on UPI,"?13,654.51",Success,8/5/2026 2:49,?0.00
2639,TXN2026102638,USR3018,MER16,Travel & Hospitality,Bank UPI (Direct),"?1,241.34",Pending,8/9/2026 15:21,?0.00
2640,TXN2026102639,USR1377,MER15,Food & Dining,Bank UPI (Direct),"?5,038.28",Success,9/3/2026 13:01,?0.00
2641,TXN2026102640,USR3625,MER24,Electronics & Gadgets,PPI Wallet UPI,"?11,724.70",Success,8/5/2026 8:26,?128.97
2642,TXN2026102641,USR2894,MER48,Groceries & Supermarkets,Credit Card on UPI,"?4,837.82",Success,8/30/2026 4:19,?0.00
2643,TXN2026102642,USR2889,MER17,Food & Dining,Credit Card on UPI,"?6,796.19",Success,8/15/2026 17:25,?0.00
2644,TXN2026102643,USR1930,MER27,Groceries & Supermarkets,PPI Wallet UPI,"?11,379.05",Success,8/12/2026 18:13,?125.17
2645,TXN2026102644,USR3935,MER30,Electronics & Gadgets,PPI Wallet UPI,"?14,060.88",Success,9/1/2026 17:00,?154.67
2646,TXN2026102645,USR1012,MER18,Groceries & Supermarkets,PPI Wallet UPI,"?13,663.90",Success,9/8/2026 8:29,?150.30
2647,TXN2026102646,USR3646,MER37,Electronics & Gadgets,Bank UPI (Direct),"?12,936.31",Success,8/25/2026 21:09,?0.00
2648,TXN2026102647,USR4128,MER31,Groceries & Supermarkets,Bank UPI (Direct),"?11,276.99",Success,8/31/2026 21:36,?0.00
2649,TXN2026102648,USR3455,MER32,Travel & Hospitality,PPI Wallet UPI,"?7,232.58",Failed,8/11/2026 15:12,?0.00
2650,TXN2026102649,USR2706,MER32,Electronics & Gadgets,Credit Card on UPI,"?1,645.91",Success,8/12/2026 7:58,?0.00
2651,TXN2026102650,USR2925,MER16,Groceries & Supermarkets,PPI Wallet UPI,?60.07,Success,9/15/2026 18:44,?0.00
2652,TXN2026102651,USR2998,MER43,Groceries & Supermarkets,Credit Card on UPI,"?4,914.89",Success,9/3/2026 15:53,?0.00
2653,TXN2026102652,USR4626,MER30,Electronics & Gadgets,Bank UPI (Direct),"?6,931.93",Success,8/16/2026 6:54,?0.00
2654,TXN2026102653,USR2946,MER12,Groceries & Supermarkets,Credit Card on UPI,"?5,877.87",Success,8/26/2026 16:21,?0.00
2655,TXN2026102654,USR2354,MER16,Food & Dining,Bank UPI (Direct),"?10,949.11",Success,8/20/2026 20:26,?0.00
2656,TXN2026102655,USR4061,MER33,Groceries & Supermarkets,Bank UPI (Direct),"?5,703.01",Failed,9/4/2026 12:41,?0.00
2657,TXN2026102656,USR4598,MER15,Travel & Hospitality,Bank UPI (Direct),?321.23,Success,8/24/2026 14:41,?0.00
2658,TXN2026102657,USR1380,MER23,Travel & Hospitality,Credit Card on UPI,"?11,405.92",Success,8/8/2026 23:10,?0.00
2659,TXN2026102658,USR4452,MER23,Groceries & Supermarkets,Bank UPI (Direct),"?4,754.00",Pending,9/13/2026 20:02,?0.00
2660,TXN2026102659,USR3135,MER41,Food & Dining,Bank UPI (Direct),"?13,265.71",Success,9/3/2026 3:40,?0.00
2661,TXN2026102660,USR1160,MER19,Groceries & Supermarkets,PPI Wallet UPI,"?11,629.28",Success,8/20/2026 4:24,?127.92
2662,TXN2026102661,USR4814,MER13,Electronics & Gadgets,Credit Card on UPI,"?6,108.77",Success,8/16/2026 3:38,?0.00
2663,TXN2026102662,USR2621,MER12,Groceries & Supermarkets,Bank UPI (Direct),"?4,627.81",Success,8/21/2026 18:53,?0.00
2664,TXN2026102663,USR1229,MER41,Groceries & Supermarkets,PPI Wallet UPI,"?11,900.11",Success,8/12/2026 16:27,?130.90
2665,TXN2026102664,USR2913,MER39,Groceries & Supermarkets,PPI Wallet UPI,"?5,394.69",Pending,9/15/2026 15:20,?0.00
2666,TXN2026102665,USR1771,MER19,Groceries & Supermarkets,Bank UPI (Direct),"?9,443.46",Success,8/21/2026 21:25,?0.00
2667,TXN2026102666,USR1192,MER30,Food & Dining,Credit Card on UPI,"?6,175.58",Success,8/12/2026 1:58,?0.00
2668,TXN2026102667,USR1266,MER32,Groceries & Supermarkets,PPI Wallet UPI,"?10,584.84",Success,8/9/2026 22:26,?116.43
2669,TXN2026102668,USR2605,MER48,Electronics & Gadgets,Bank UPI (Direct),"?10,953.92",Success,9/10/2026 11:05,?0.00
2670,TXN2026102669,USR1894,MER38,Food & Dining,Bank UPI (Direct),"?8,488.31",Success,9/8/2026 11:12,?0.00
2671,TXN2026102670,USR3933,MER14,Groceries & Supermarkets,Bank UPI (Direct),"?7,124.79",Success,8/6/2026 5:20,?0.00
2672,TXN2026102671,USR4647,MER49,Food & Dining,Bank UPI (Direct),"?1,837.62",Success,8/7/2026 22:47,?0.00
2673,TXN2026102672,USR1899,MER36,Electronics & Gadgets,PPI Wallet UPI,"?3,040.82",Success,9/3/2026 23:54,?33.45
2674,TXN2026102673,USR2652,MER25,Groceries & Supermarkets,Bank UPI (Direct),"?6,906.53",Success,8/23/2026 21:47,?0.00
2675,TXN2026102674,USR2333,MER50,Food & Dining,PPI Wallet UPI,"?12,523.12",Success,8/18/2026 11:50,?137.75
2676,TXN2026102675,USR3654,MER41,Electronics & Gadgets,PPI Wallet UPI,?144.46,Success,9/13/2026 14:12,?0.00
2677,TXN2026102676,USR4240,MER49,Food & Dining,PPI Wallet UPI,"?7,721.10",Success,8/29/2026 9:33,?84.93
2678,TXN2026102677,USR4756,MER48,Groceries & Supermarkets,PPI Wallet UPI,"?12,567.53",Success,9/15/2026 9:37,?138.24
2679,TXN2026102678,USR2195,MER36,Food & Dining,PPI Wallet UPI,?684.23,Success,8/10/2026 18:45,?0.00
2680,TXN2026102679,USR1956,MER38,Travel & Hospitality,PPI Wallet UPI,"?11,656.43",Success,8/17/2026 15:37,?128.22
2681,TXN2026102680,USR4803,MER40,Travel & Hospitality,Bank UPI (Direct),?239.17,Success,9/14/2026 0:27,?0.00
2682,TXN2026102681,USR1938,MER16,Food & Dining,PPI Wallet UPI,"?6,390.28",Success,8/27/2026 16:09,?70.29
2683,TXN2026102682,USR1940,MER35,Travel & Hospitality,Bank UPI (Direct),"?6,365.81",Success,8/26/2026 8:19,?0.00
2684,TXN2026102683,USR2394,MER44,Groceries & Supermarkets,PPI Wallet UPI,"?13,467.11",Success,9/2/2026 8:10,?148.14
2685,TXN2026102684,USR1964,MER35,Groceries & Supermarkets,PPI Wallet UPI,"?11,622.50",Success,8/2/2026 8:56,?127.85
2686,TXN2026102685,USR3207,MER13,Groceries & Supermarkets,Bank UPI (Direct),"?12,497.78",Success,9/9/2026 12:06,?0.00
2687,TXN2026102686,USR3315,MER37,Food & Dining,PPI Wallet UPI,"?12,021.51",Success,9/7/2026 2:55,?132.24
2688,TXN2026102687,USR4774,MER23,Food & Dining,Bank UPI (Direct),"?3,584.10",Success,9/6/2026 21:43,?0.00
2689,TXN2026102688,USR1156,MER27,Electronics & Gadgets,PPI Wallet UPI,"?10,876.07",Success,9/7/2026 20:06,?119.64
2690,TXN2026102689,USR3927,MER43,Groceries & Supermarkets,PPI Wallet UPI,"?13,249.08",Success,9/5/2026 7:05,?145.74
2691,TXN2026102690,USR4795,MER41,Electronics & Gadgets,Bank UPI (Direct),"?10,038.90",Success,8/26/2026 1:13,?0.00
2692,TXN2026102691,USR2291,MER42,Travel & Hospitality,Credit Card on UPI,"?12,468.19",Success,8/3/2026 14:02,?0.00
2693,TXN2026102692,USR3293,MER22,Food & Dining,Bank UPI (Direct),"?5,732.93",Success,8/12/2026 8:35,?0.00
2694,TXN2026102693,USR1994,MER39,Groceries & Supermarkets,Credit Card on UPI,"?2,528.45",Failed,8/2/2026 8:03,?0.00
2695,TXN2026102694,USR3401,MER17,Groceries & Supermarkets,Bank UPI (Direct),"?3,672.66",Success,9/8/2026 17:07,?0.00
2696,TXN2026102695,USR4173,MER48,Groceries & Supermarkets,PPI Wallet UPI,"?5,984.13",Success,8/6/2026 12:30,?65.83
2697,TXN2026102696,USR1279,MER39,Electronics & Gadgets,PPI Wallet UPI,"?14,231.19",Success,9/15/2026 20:18,?156.54
2698,TXN2026102697,USR1886,MER16,Food & Dining,PPI Wallet UPI,"?6,045.12",Success,8/28/2026 4:24,?66.50
2699,TXN2026102698,USR2180,MER15,Groceries & Supermarkets,PPI Wallet UPI,"?7,977.08",Success,9/5/2026 21:58,?87.75
2700,TXN2026102699,USR1828,MER37,Travel & Hospitality,PPI Wallet UPI,"?1,598.87",Success,8/2/2026 22:30,?0.00
2701,TXN2026102700,USR2488,MER27,Electronics & Gadgets,Bank UPI (Direct),"?1,146.37",Success,9/12/2026 16:32,?0.00
2702,TXN2026102701,USR3824,MER21,Groceries & Supermarkets,PPI Wallet UPI,"?11,095.64",Success,9/10/2026 22:34,?122.05
2703,TXN2026102702,USR3979,MER24,Groceries & Supermarkets,Bank UPI (Direct),"?13,757.50",Success,9/8/2026 7:24,?0.00
2704,TXN2026102703,USR1683,MER21,Food & Dining,Credit Card on UPI,"?14,152.94",Success,8/17/2026 22:44,?0.00
2705,TXN2026102704,USR3820,MER50,Groceries & Supermarkets,Bank UPI (Direct),"?4,973.63",Success,8/5/2026 8:42,?0.00
2706,TXN2026102705,USR1873,MER38,Groceries & Supermarkets,Bank UPI (Direct),?552.88,Success,9/13/2026 1:59,?0.00
2707,TXN2026102706,USR2192,MER17,Groceries & Supermarkets,PPI Wallet UPI,"?6,483.79",Success,9/12/2026 17:15,?71.32
2708,TXN2026102707,USR1391,MER36,Groceries & Supermarkets,PPI Wallet UPI,"?10,544.24",Success,8/19/2026 17:15,?115.99
2709,TXN2026102708,USR4931,MER14,Travel & Hospitality,Credit Card on UPI,"?13,110.54",Success,8/4/2026 17:15,?0.00
2710,TXN2026102709,USR1171,MER36,Groceries & Supermarkets,PPI Wallet UPI,"?12,881.86",Success,9/2/2026 13:15,?141.70
2711,TXN2026102710,USR1803,MER41,Food & Dining,Bank UPI (Direct),"?4,535.51",Success,9/12/2026 18:19,?0.00
2712,TXN2026102711,USR4734,MER16,Electronics & Gadgets,PPI Wallet UPI,?993.67,Failed,8/8/2026 17:55,?0.00
2713,TXN2026102712,USR3074,MER10,Electronics & Gadgets,Bank UPI (Direct),"?9,937.08",Success,8/8/2026 9:05,?0.00
2714,TXN2026102713,USR2879,MER14,Food & Dining,Bank UPI (Direct),"?4,096.44",Success,8/28/2026 14:58,?0.00
2715,TXN2026102714,USR1361,MER38,Food & Dining,Bank UPI (Direct),?303.22,Success,8/27/2026 0:55,?0.00
2716,TXN2026102715,USR3470,MER41,Groceries & Supermarkets,Bank UPI (Direct),"?6,258.52",Success,9/7/2026 11:44,?0.00
2717,TXN2026102716,USR3536,MER42,Electronics & Gadgets,PPI Wallet UPI,"?13,309.20",Success,9/5/2026 23:53,?146.40
2718,TXN2026102717,USR1235,MER32,Groceries & Supermarkets,Bank UPI (Direct),"?4,488.86",Success,9/5/2026 21:08,?0.00
2719,TXN2026102718,USR2457,MER13,Groceries & Supermarkets,Bank UPI (Direct),"?9,286.44",Success,9/12/2026 5:18,?0.00
2720,TXN2026102719,USR2506,MER14,Food & Dining,Credit Card on UPI,"?11,564.94",Success,8/4/2026 4:22,?0.00
2721,TXN2026102720,USR2577,MER22,Groceries & Supermarkets,Bank UPI (Direct),"?7,165.12",Failed,8/11/2026 13:06,?0.00
2722,TXN2026102721,USR2781,MER39,Travel & Hospitality,Bank UPI (Direct),"?4,329.22",Success,8/22/2026 22:04,?0.00
2723,TXN2026102722,USR4366,MER40,Electronics & Gadgets,Bank UPI (Direct),"?13,350.39",Success,8/3/2026 18:21,?0.00
2724,TXN2026102723,USR2460,MER20,Electronics & Gadgets,Bank UPI (Direct),"?14,509.16",Success,9/12/2026 22:15,?0.00
2725,TXN2026102724,USR4126,MER50,Groceries & Supermarkets,PPI Wallet UPI,?618.33,Success,9/4/2026 14:16,?0.00
2726,TXN2026102725,USR3661,MER40,Groceries & Supermarkets,Credit Card on UPI,"?9,700.66",Success,9/10/2026 21:23,?0.00
2727,TXN2026102726,USR2792,MER28,Travel & Hospitality,PPI Wallet UPI,"?12,837.08",Success,8/1/2026 4:04,?141.21
2728,TXN2026102727,USR2929,MER41,Groceries & Supermarkets,Bank UPI (Direct),"?14,427.65",Success,8/4/2026 17:58,?0.00
2729,TXN2026102728,USR3737,MER44,Groceries & Supermarkets,Bank UPI (Direct),"?13,677.60",Success,8/16/2026 13:03,?0.00
2730,TXN2026102729,USR3375,MER15,Food & Dining,PPI Wallet UPI,"?1,540.90",Success,9/5/2026 19:10,?0.00
2731,TXN2026102730,USR4212,MER14,Electronics & Gadgets,Bank UPI (Direct),"?10,597.05",Success,8/8/2026 20:50,?0.00
2732,TXN2026102731,USR3626,MER28,Groceries & Supermarkets,Credit Card on UPI,"?1,988.24",Success,8/7/2026 13:12,?0.00
2733,TXN2026102732,USR2630,MER24,Travel & Hospitality,Bank UPI (Direct),?103.62,Success,8/28/2026 5:24,?0.00
2734,TXN2026102733,USR3928,MER36,Groceries & Supermarkets,Bank UPI (Direct),"?13,550.41",Failed,8/27/2026 0:17,?0.00
2735,TXN2026102734,USR3050,MER26,Groceries & Supermarkets,Credit Card on UPI,"?8,949.34",Success,8/11/2026 7:30,?0.00
2736,TXN2026102735,USR2936,MER26,Food & Dining,PPI Wallet UPI,"?4,255.82",Success,8/13/2026 19:25,?46.81
2737,TXN2026102736,USR4101,MER50,Groceries & Supermarkets,PPI Wallet UPI,"?14,124.21",Success,8/21/2026 14:51,?155.37
2738,TXN2026102737,USR3824,MER41,Electronics & Gadgets,Bank UPI (Direct),"?2,465.80",Success,8/22/2026 17:43,?0.00
2739,TXN2026102738,USR2850,MER46,Electronics & Gadgets,Bank UPI (Direct),"?3,623.29",Success,8/22/2026 2:40,?0.00
2740,TXN2026102739,USR3601,MER16,Groceries & Supermarkets,Bank UPI (Direct),"?6,428.86",Success,8/18/2026 21:33,?0.00
2741,TXN2026102740,USR1445,MER32,Electronics & Gadgets,Bank UPI (Direct),"?5,154.66",Success,9/10/2026 13:25,?0.00
2742,TXN2026102741,USR1771,MER25,Food & Dining,PPI Wallet UPI,"?14,667.71",Success,8/30/2026 21:38,?161.34
2743,TXN2026102742,USR2407,MER38,Food & Dining,PPI Wallet UPI,"?7,928.55",Success,8/7/2026 15:55,?87.21
2744,TXN2026102743,USR3113,MER21,Groceries & Supermarkets,Bank UPI (Direct),"?12,380.80",Success,8/4/2026 17:07,?0.00
2745,TXN2026102744,USR3285,MER40,Food & Dining,Credit Card on UPI,"?11,861.47",Success,9/4/2026 15:17,?0.00
2746,TXN2026102745,USR3692,MER23,Electronics & Gadgets,Bank UPI (Direct),"?7,612.57",Success,8/22/2026 8:38,?0.00
2747,TXN2026102746,USR4021,MER13,Groceries & Supermarkets,PPI Wallet UPI,"?7,126.08",Success,9/3/2026 18:03,?78.39
2748,TXN2026102747,USR1328,MER19,Food & Dining,Bank UPI (Direct),"?11,132.69",Success,9/15/2026 18:16,?0.00
2749,TXN2026102748,USR2804,MER37,Groceries & Supermarkets,PPI Wallet UPI,"?4,267.88",Pending,8/6/2026 7:13,?0.00
2750,TXN2026102749,USR4955,MER28,Food & Dining,Bank UPI (Direct),"?2,790.48",Success,8/18/2026 23:19,?0.00
2751,TXN2026102750,USR3988,MER12,Groceries & Supermarkets,Bank UPI (Direct),"?9,382.63",Success,9/10/2026 5:06,?0.00
2752,TXN2026102751,USR2040,MER40,Electronics & Gadgets,Bank UPI (Direct),"?1,601.92",Success,8/14/2026 19:17,?0.00
2753,TXN2026102752,USR1264,MER42,Travel & Hospitality,PPI Wallet UPI,"?8,748.84",Failed,8/27/2026 2:59,?0.00
2754,TXN2026102753,USR4636,MER21,Food & Dining,PPI Wallet UPI,"?5,099.92",Success,9/6/2026 16:58,?56.10
2755,TXN2026102754,USR4003,MER14,Groceries & Supermarkets,Bank UPI (Direct),"?5,973.40",Success,8/25/2026 1:47,?0.00
2756,TXN2026102755,USR1265,MER32,Food & Dining,PPI Wallet UPI,"?10,065.09",Failed,8/1/2026 18:54,?0.00
2757,TXN2026102756,USR2620,MER18,Groceries & Supermarkets,PPI Wallet UPI,"?11,271.74",Success,8/17/2026 23:54,?123.99
2758,TXN2026102757,USR1830,MER12,Groceries & Supermarkets,Bank UPI (Direct),"?10,222.01",Success,8/11/2026 10:04,?0.00
2759,TXN2026102758,USR3585,MER24,Groceries & Supermarkets,Credit Card on UPI,?262.22,Success,8/31/2026 10:27,?0.00
2760,TXN2026102759,USR3415,MER22,Groceries & Supermarkets,PPI Wallet UPI,"?11,419.94",Failed,8/26/2026 3:22,?0.00
2761,TXN2026102760,USR1641,MER45,Food & Dining,PPI Wallet UPI,"?3,792.15",Success,9/8/2026 23:07,?41.71
2762,TXN2026102761,USR3018,MER15,Groceries & Supermarkets,PPI Wallet UPI,"?8,900.78",Success,8/16/2026 16:31,?97.91
2763,TXN2026102762,USR2675,MER21,Groceries & Supermarkets,Credit Card on UPI,?147.73,Success,8/15/2026 5:25,?0.00
2764,TXN2026102763,USR4894,MER15,Groceries & Supermarkets,Bank UPI (Direct),"?14,840.71",Success,9/11/2026 23:02,?0.00
2765,TXN2026102764,USR3520,MER17,Food & Dining,PPI Wallet UPI,"?10,092.01",Success,9/7/2026 22:07,?111.01
2766,TXN2026102765,USR4069,MER21,Travel & Hospitality,Bank UPI (Direct),"?8,109.49",Success,8/24/2026 22:51,?0.00
2767,TXN2026102766,USR3712,MER48,Groceries & Supermarkets,Bank UPI (Direct),"?14,962.64",Success,9/11/2026 19:49,?0.00
2768,TXN2026102767,USR4111,MER22,Travel & Hospitality,PPI Wallet UPI,"?7,559.49",Success,9/8/2026 0:40,?83.15
2769,TXN2026102768,USR2978,MER13,Groceries & Supermarkets,Bank UPI (Direct),"?12,388.70",Success,8/15/2026 9:22,?0.00
2770,TXN2026102769,USR1240,MER25,Groceries & Supermarkets,Bank UPI (Direct),"?6,052.87",Success,8/1/2026 20:36,?0.00
2771,TXN2026102770,USR2673,MER36,Groceries & Supermarkets,Bank UPI (Direct),"?13,220.36",Success,8/20/2026 5:58,?0.00
2772,TXN2026102771,USR3181,MER20,Electronics & Gadgets,Bank UPI (Direct),"?4,973.67",Success,9/7/2026 14:51,?0.00
2773,TXN2026102772,USR3047,MER25,Travel & Hospitality,PPI Wallet UPI,?207.01,Failed,9/7/2026 19:44,?0.00
2774,TXN2026102773,USR2944,MER35,Electronics & Gadgets,PPI Wallet UPI,"?11,565.95",Success,9/4/2026 18:29,?127.23
2775,TXN2026102774,USR3341,MER12,Travel & Hospitality,Bank UPI (Direct),"?10,821.53",Success,9/3/2026 0:29,?0.00
2776,TXN2026102775,USR3171,MER28,Food & Dining,PPI Wallet UPI,"?7,025.60",Success,9/10/2026 14:22,?77.28
2777,TXN2026102776,USR4164,MER17,Food & Dining,Bank UPI (Direct),"?5,718.19",Success,9/2/2026 10:56,?0.00
2778,TXN2026102777,USR1156,MER34,Electronics & Gadgets,PPI Wallet UPI,"?11,313.35",Success,8/30/2026 19:56,?124.45
2779,TXN2026102778,USR1678,MER32,Food & Dining,Bank UPI (Direct),?510.14,Failed,8/18/2026 12:29,?0.00
2780,TXN2026102779,USR3844,MER31,Groceries & Supermarkets,Bank UPI (Direct),"?6,216.68",Success,8/25/2026 1:00,?0.00
2781,TXN2026102780,USR2348,MER38,Electronics & Gadgets,PPI Wallet UPI,"?14,205.24",Success,9/9/2026 2:22,?156.26
2782,TXN2026102781,USR3421,MER24,Groceries & Supermarkets,Credit Card on UPI,"?1,140.94",Success,8/13/2026 18:15,?0.00
2783,TXN2026102782,USR3633,MER50,Groceries & Supermarkets,PPI Wallet UPI,"?2,123.39",Success,8/9/2026 4:16,?23.36
2784,TXN2026102783,USR3252,MER34,Electronics & Gadgets,PPI Wallet UPI,"?14,069.10",Success,8/20/2026 15:51,?154.76
2785,TXN2026102784,USR1004,MER14,Groceries & Supermarkets,Bank UPI (Direct),"?10,402.97",Success,9/6/2026 3:11,?0.00
2786,TXN2026102785,USR2833,MER37,Electronics & Gadgets,Bank UPI (Direct),?93.99,Success,9/6/2026 17:18,?0.00
